Sigla,Código,Município,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,
PR,4103222,Bom Sucesso do Sul,31.6043142921,31.2882751703,39.8946615264,29.9720553885,41.7236410755,50.3449546608,41.7621622105,39.2357568803,19.7799862812,20.6004342838,19,20.3104559885,19.671153815,23.8669184205,13.2782456566,13.7158416978,15.2252185625,17.7456288279,19.3249294311,20.2272881824,22.1639418314579,27.5416300655519,27.9473104935118,29.4381587814368,32.6939359994449,
PR,4103305,Borrazópolis,9.0298040835,12.5153100682,11.3984747219,9.9906851296,9.2719202391,12.9458454842,13.4716652292,20.2507132286,15.1258718621,2.1684667667,6,6.4624178145,6.8421404574,19.0935347364,59.0144251404,35.6611884142,59.6321060365,54.4607229545,16.3969098203,13.4848587882,12.6651096179759,11.6701822311661,42.9958622977104,61.3294974613267,82.7195971070292,
PR,4103354,Braganey,13.5447061252,27.1165051475,24.6966952306,23.3115986356,21.6344805578,33.0838273484,24.2489974126,15.1880349214,137.2963753638,119.2656721696,102,125.5555461109,105.1979095322,77.9652668403,193.272242335,124.8141594496,88.813774948,33.6555029494,33.965027485,53.939435153,55.9375674793937,52.2824163956239,55.8946209870235,21.6697557696688,23.2402677586415,
PR,4103370,Brasilândia do Sul,9.0298040835,8.3435400454,7.5989831478,8.3255709412,9.2719202391,8.6305636561,4.0414995688,3.7970087303,3.4905858143,3.2527001501,1,2.7696076348,11.9737458004,10.3423313156,9.5898440853,10.9726733582,12.0532980287,14.6860376507,18.7393255089,18.5416808338,15.3036741217209,11.2033749419194,9.45908970549628,14.7190793907184,16.9378222647727,
PR,4103404,Cafeara,,,,,,,,,,,,,0.8552675572,1.5911278947,1.4753606285,1.3715841698,1.2687682135,1.2238364709,1.1712078443,1.1237382324,2.11085160299599,1.86722915698657,7.30929659061077,8.1772663281769,8.27195971070292,
PR,4103453,Cafelândia,13.5447061252,10.4294250568,9.498728935,9.9906851296,9.2719202391,10.0689909322,12.1244987063,12.656695768,9.3082288382,56.3801359347,13,33.2352916176,33.3554347297,23.0713544732,14.0159259709,15.7732179524,17.7627549896,27.536320595,39.8210667065,43.8257910618,42.7447449606688,31.276088379525,28.3772691164889,32.7090653127076,38.9963814933138,
PR,4103479,Cafezal do Sul,6.7723530626,6.257655034,5.6992373609,6.6604567529,6.1812801594,5.7537091041,2.6943330459,3.7970087303,2.3270572096,2.1684667667,2,1.8464050899,2.5658026715,2.3866918421,2.2130409428,2.0573762547,2.5375364271,11.6264464734,12.8832862874,16.2942043691,20.0530902284619,14.0042186773993,12.0388414433589,11.4481728594477,23.6341706020083,
PR,4103503,Califórnia,6.7723530626,8.3435400454,26.5964410175,28.3069412002,33.9970408764,31.6454000725,28.2904969812,37.9700873036,29.0882151194,3.2527001501,8,6.4624178145,8.5526755717,10.3423313156,11.8028850281,7.5437129338,10.1501457083,10.4026100025,6.4416431437,6.7424293941,4.74941610674097,35.4773539827448,5.58946209870235,51.5167778675145,54.3585923846192,
PR,4103602,Cambará,6.7723530626,8.3435400454,3.7994915739,11.6557993177,4.6359601195,4.3152818282,6.7358326145,10.1253566143,5.8176430239,3.2527001501,5,7.3856203595,7.6974080146,11.1378952629,66.391228283,76.8087135075,88.813774948,0.6119182354,10.5408705988,19.10354995,18.9976644269639,34.5437394042515,36.5464829530538,49.4724612854702,42.1476042402482,
PR,4103701,Cambé,13.5447061252,12.5153100682,13.2982205089,11.6557993177,12.3625603186,12.9458454842,13.4716652292,13.9223653446,12.7988146526,13.0108006003,13,12.9248356291,7.6974080146,9.5467673682,22.8680897419,21.2595546315,18.3971390964,15.9098741215,14.6400980539,13.4848587882,12.1373967172269,11.2033749419194,10.3190069514505,12.2658994922653,10.241473927537,
PR,4103800,Cambira,15.802157146,12.5153100682,17.0977120828,18.3162560708,18.543840478,20.1379818642,13.4716652292,10.1253566143,8.1447002334,,,,,23.8669184205,9.5898440853,6.172128764,8.246993388,8.5668552962,4.6848313772,6.1805602779,7.91569351123496,11.6701822311661,18.0582621650384,16.3545326563538,20.0890450117071,
PR,4103909,Campina da Lagoa,6.7723530626,6.257655034,9.498728935,18.3162560708,21.6344805578,20.1379818642,21.5546643667,15.1880349214,16.2894004669,14.0950339837,18,16.6176458088,24.802759158,34.2092497361,31.720253513,16.4590100373,18.3971390964,4.2834276481,55.0467686825,42.7020528295,43.2724578614178,49.9483799493907,51.5950347572525,37.6154251096137,17.7256279515063,
PR,4103958,Campina do Simão,54.1788245007,50.0612402722,117.7842387923,216.4648444729,168.4398843421,46.0296728327,141.4524849065,140.4893230232,133.8057895494,98.6652378857,17,114.4771155717,67.5661370166,68.4184994721,85.5709164536,120.0136148554,136.3925829559,176.2324518078,192.6636903888,253.964840512,364.121901516808,396.786195859646,300.971036083973,229.372320505362,329.30277705465,
PR,4104006,Campina Grande do Sul,72.2384326676,73.0059753972,72.190339905,69.9347959067,71.0847218325,90.6209183893,78.1356583294,65.8148179928,67.4846590771,73.7278700685,115,127.4019512008,39.3423076299,77.9652668403,60.489785769,42.5191092631,66.610331211,66.0871694279,97.2102510776,97.7652262148,82.8509254175925,76.0895881472027,62.7739589546572,87.087886395084,72.4781231794923,
PR,4104055,Campo Bonito,6.7723530626,16.6870800907,13.2982205089,13.320913506,12.3625603186,18.6995545883,25.5961639355,27.8447306894,23.2705720956,26.0216012006,23,27.696076348,19.671153815,19.0935347364,18.4420078564,31.5464359049,26.6441324844,11.6264464734,22.2529490419,26.9697175765,27.9687837396968,25.6744009085653,28.3772691164889,39.2508783752491,42.9354099269818,
PR,4104105,Campo do Tenente,31.6043142921,20.8588501136,18.9974578697,43.2929688946,35.5423609163,38.8375364525,30.9848300271,29.110400266,23.2705720956,3.2527001501,55,50.7761399713,47.0397156445,22.2757905258,19.1796881706,21.9453467164,33.6223576589,27.536320595,52.7043529939,67.4242939412,62.7978351891307,67.2202496515165,52.0249933802296,41.2951949572933,55.9342037580864,
PR,4104204,Campo Largo,365.7070653799,292.0239015888,102.5862724965,218.1299586612,228.7073658959,189.8724004348,212.8523106211,211.3668193232,181.5104623453,197.3304757715,183,168.9460657228,162.5008358628,288.7897128881,255.9750690467,299.6911410961,301.9668348232,300.4518536029,430.4188827835,859.6597477508,871.253999136594,880.398547519167,939.029632581995,930.164044830122,954.032686634404,
PR,4104253,Campo Magro,42.8915693964,25.0306201361,7.5989831478,8.3255709412,7.7266001992,7.1921363802,8.0829991375,7.5940174608,6.9811716287,10.8423338336,10,9.2320254493,10.2632106861,16.7068428944,14.7536062851,17.8305942071,15.2252185625,12.8502829443,9.9552666766,9.551774975,11.0819709157289,10.2697603634261,9.45908970549628,8.58612964458574,8.27195971070292,
PR,4104303,Campo Mourão,2.2574510209,2.0858850114,1.899745787,1.6651141883,3.0906400797,14.3842727601,134.7166522918,105.0505748733,4.6541144191,6.5054003002,14,17.5408483537,20.5264213721,12.7290231576,13.2782456566,15.7732179524,14.5908344557,18.3575470633,26.9377804191,28.655324925,61.7424093876327,60.2181403128168,61.914041708703,123.476721555471,84.6891113238633,
PR,4104402,Cândido de Abreu,103.8427469597,98.0365955333,106.3857640706,91.5812803539,91.1738823505,46.0296728327,98.3431561731,7.5940174608,283.9009795657,133.3607061533,208,216.9525980593,177.0403843348,200.4821147322,222.0417745909,249.6283188993,101.5014570834,100.3545906128,84.3269647902,101.1364409119,211.085160299599,242.272983119007,265.71442899985,153.323743653317,133.13916105798,
PR,4104428,Candói,58.6937265425,66.7483203632,41.7944073134,81.5905952244,60.2674815536,14.3842727601,28.2904969812,30.3760698428,30.2517437242,39.032401801,32,42.4673170669,23.0922240437,23.0713544732,23.6057700562,24.0027229711,53.9226490756,72.8182700178,70.8580745807,101.698310028,140.899344499982,142.843030509472,111.35928335107,121.432404973427,164.651388527325,
PR,4104451,Cantagalo,22.5745102086,22.9447351247,15.1979662958,94.9115087304,57.1768414739,20.1379818642,67.358326146,75.9401746071,70.9752448914,47.7062688678,41,79.3954188643,59.8687290021,35.8003776308,42.7854582268,65.1502480644,106.5765299376,78.9374523723,69.1012628142,71.3573777545,93.4051834325725,105.031640080494,144.03613869733,151.688290387681,145.350149202351,
PR,4104501,Capanema,146.7343163561,162.6990308852,186.1750871234,203.1439309668,177.7118045813,210.0103822993,216.8938101898,318.9487333499,321.1338949186,309.0065142575,292,214.1829904245,218.093227079,167.8639928909,147.5360628511,185.1638629198,270.2476294846,269.2440235953,271.7202198796,227.5569920517,204.752605490611,196.525868772836,194.341297585651,215.87983106387,265.884419272594,
PR,4104600,Capitão Leônidas Marques,11.2872551043,104.2942505673,89.2880519878,88.2510519775,100.4458025894,122.2663184618,87.5658239898,96.1908878356,105.8811030348,121.4341389363,101,126.4787486559,108.6189797609,64.4406797354,160.8143085077,104.240396903,74.2229404923,71.5944335469,53.8755608382,70.7955086383,67.5472512958716,66.2866350730232,67.5035038074053,83.8169798638132,90.5976539743653,
PR,4104659,Carambeí,15.802157146,8.3435400454,18.9974578697,13.320913506,21.6344805578,18.6995545883,17.5131647979,6.328347884,26.7611579099,4.3369335334,5,10.1552279943,6.8421404574,9.5467673682,8.1144834568,9.6010891884,9.5157616016,10.4026100025,11.1264745209,8.4280367427,7.38798061048596,8.40253120643956,7.73925521358787,10.2215829102211,14.180502361205,
PR,4104709,Carlópolis,22.5745102086,16.6870800907,13.2982205089,11.6557993177,,,,,,,,,,,258.1881099895,290.0900519077,304.5043712503,12.2383647089,20.4961372754,21.3510264147,19.5253773277129,68.6206715192564,72.6630072831306,98.5360592545316,80.7500828901952,
PR,4104808,Cascavel,94.8129428763,73.0059753972,62.6916109701,66.6045675302,71.0847218325,96.3746274935,181.867480594,205.0384714392,230.378663746,182.1512084044,150,191.1029268012,160.7903007485,108.1966968396,269.9909950175,171.448021222,124.3392849272,189.6946529876,154.0138315266,126.4205511398,116.624551065528,127.438389964333,133.287173122902,179.490995903483,199.314838743604,
PR,4104907,Castro,137.7045122727,70.9200903858,150.0799171709,134.8742492485,169.9852043821,155.3501458102,168.3958153648,54.4237918017,40.7235011672,151.7926736704,196,499.4525768089,325.0016717256,472.564984726,379.9053618416,432.7348055644,320.3639739196,113.2048735571,128.2472589518,121.3637290942,126.651096179759,124.170738939607,178.862787158475,403.956956611939,374.995506885199,
PR,4105003,Catanduvas,20.3170591878,20.8588501136,18.9974578697,16.6511418825,20.0891605178,23.0148364165,20.2074978438,24.0477219588,235.0327781651,208.1728096051,174,181.8709013518,130.8559362474,127.290231576,123.9302927949,205.7376254664,159.8647949064,8.5668552962,12.8832862874,7.3042985103,5.80484190823897,5.60168747095971,5.58946209870235,7.76840301176805,8.66586255406973,
PR,4105102,Centenário do Sul,2.2574510209,2.0858850114,3.7994915739,11.6557993177,12.3625603186,12.9458454842,10.7773321834,12.656695768,12.7988146526,13.0108006003,12,12.9248356291,6.8421404574,8.7512034209,19.1796881706,17.1448021222,15.8596026693,,,,7.38798061048596,6.53530204945299,10.3190069514505,13.4924894414919,13.7865995178382,
PR,4105201,Cerro Azul,126.4172571684,100.1224805447,98.7867809226,94.9115087304,95.8098424699,186.9955458828,161.6599827503,148.0833404838,152.4222472259,165.8877076541,215,307.4264474628,285.6593640957,286.403021046,281.0561997314,264.7157447668,258.194331456,211.1117912281,223.700698263,219.128955309,208.446595795854,359.441612719914,399.001602122752,475.508036983487,403.356511607609,
PR,4105300,Céu Azul,54.1788245007,45.8894702497,37.9949157395,31.6371695769,94.2645224299,106.4436184255,99.6903226961,75.9401746071,69.8117162867,74.8121034518,70,53.5457476061,47.0397156445,49.3249647357,46.4738597981,59.6639113853,45.6756556875,62.4156600153,49.7763333831,38.2070999,37.4676159531788,36.4109685612381,38.6962760679393,44.9749648049729,45.2988269871827,
PR,4105409,Chopinzinho,234.7749061698,208.5885011348,265.9644101763,174.8369897666,256.5231266129,281.9317461002,235.7541415108,206.304141016,102.3905172204,103.0021714192,95,99.7058748528,97.5005015177,120.1301560499,64.1781873402,62.4070797248,69.1478676381,90.5638988457,101.3094785327,104.5076556089,115.041412363281,140.508994063239,140.166511090536,154.959196918952,167.014805587526,
PR,4105508,Cianorte,72.2384326676,89.693055488,51.2931362484,53.2836540242,154.5320039838,172.6112731226,134.7166522918,149.3490100607,147.7681328068,159.3823073539,180,162.4836479082,130.0006686903,128.8813594707,129.0940549947,146.0737140812,131.9518942085,98.5188359065,95.4534393112,117.9925143972,106.598005951297,115.768207733167,105.33986262939,90.7676562427636,231.614871899682,
PR,4105607,Cidade Gaúcha,6.7723530626,4.1717700228,5.6992373609,6.6604567529,7.7266001992,8.6305636561,6.7358326145,7.5940174608,6.9811716287,7.5896336835,7,5.5392152696,5.131605343,5.5689476315,5.1637621998,4.8005445942,5.7094569609,6.1191823544,5.2704352994,6.1805602779,5.80484190823897,6.53530204945299,6.87933796763366,6.54181306254152,13.3926966744714,
PR,4105706,Clevelândia,85.7831387928,79.2636304312,102.5862724965,66.6045675302,105.0817627088,116.5126093577,99.6903226961,86.0655312213,41.887029772,43.3693353344,41,42.4673170669,33.3554347297,34.2092497361,36.8840157128,34.2896042444,31.0848212318,33.043584714,32.7938196406,33.7121469706,52.2435771741507,52.7492236848706,62.7739589546572,65.0092673090063,71.2964146493919,
PR,4105805,Colombo,13.5447061252,12.5153100682,13.2982205089,11.6557993177,12.3625603186,23.0148364165,18.8603313208,15.1880349214,17.4529290717,19.5162009005,26,36.9281017973,35.0659698441,33.4136857887,29.5072125702,28.1174754804,27.9129006979,28.1482388304,29.2801961077,29.2171940412,27.4410708389479,48.5479580816508,59.7642485938174,66.2358572582329,53.9646895412524,
PR,4105904,Colorado,,8.3435400454,7.5989831478,4.9953425648,4.6359601195,5.7537091041,4.0414995688,3.7970087303,3.4905858143,,4,3.6928101797,4.2763377859,7.9556394735,6.6391228283,5.4863366791,6.3438410677,6.1191823544,6.4416431437,6.1805602779,6.33255480898797,6.06849476020635,5.15950347572525,5.31522311331498,4.72683412040167,
PR,4106001,Congonhinhas,15.802157146,14.6011950793,17.0977120828,13.320913506,9.2719202391,7.1921363802,6.7358326145,6.328347884,13.9623432573,16.2635007504,10,10.1552279943,10.2632106861,11.9334592103,11.8028850281,20.5737625466,8.8813774948,11.014528238,43.3346902394,33.7121469706,40.6338933576728,29.4088592225385,30.5270622313744,51.1079145511056,41.7537013968814,
PR,4106100,Conselheiro Mairinck,,,,,,,,,,,,3.6928101797,1.7105351143,2.3866918421,2.950721257,2.0573762547,2.5375364271,3.6715094127,4.6848313772,3.3712146971,9.49883221348195,8.8693384956862,11.1789241974047,16.3545326563538,12.9987938311046,
PR,4106209,Contenda,6.7723530626,43.8035852383,100.6865267095,84.9208236008,247.251206374,100.6899093215,152.2298170899,88.596870375,111.6987460587,150.708440287,171,167.0996606329,179.6061870063,151.1571499965,166.7157510218,157.0463874394,132.5862783152,128.5028294432,99.5526667662,60.6818645471,54.3544287771467,54.1496455526105,48.5853243964127,38.8420150588403,44.9049241438159,
PR,4106308,Corbélia,4.5149020417,4.1717700228,5.6992373609,4.9953425648,6.1812801594,7.1921363802,6.7358326145,16.4537044983,272.265693518,253.7106117062,230,290.808801654,250.5933942516,194.1176031534,522.277662493,295.5763885868,208.7123711278,254.5579859446,154.0138315266,134.8485878825,136.67764129399,126.50477538584,122.538207548475,57.2408642972383,63.8122606254225,
PR,4106407,Cornélio Procópio,33.861765313,29.2023901589,34.1954241656,24.9767128237,97.3551625097,8.6305636561,6.7358326145,7.5940174608,6.9811716287,8.6738670669,53,51.6993425163,51.3160534304,47.733836841,87.7839573964,88.4671789506,45.6756556875,44.058112952,64.416431437,48.3207439912,42.2170320599198,30.8092810902784,34.3966898381683,280.889098372876,252.885625441489,
PR,4106456,Coronel Domingos Soares,24.8319612295,22.9447351247,22.7969494436,26.6418270121,21.6344805578,23.0148364165,24.2489974126,26.5790611125,23.2705720956,23.8531344339,22,46.1601272467,55.5923912162,52.5072205251,70.8173101685,61.035495555,58.363337823,62.4156600153,54.4611647604,55.0631733853,66.4918254943736,98.4963380310415,101.470235022597,123.88558487188,152.440400382954,
PR,4106506,Coronel Vivida,370.2219674216,333.7416018157,425.543056282,273.0787268735,375.5127696803,402.7596372861,347.5689629129,124.035618525,61.6670160532,61.8013028515,58,60.9313679656,59.8687290021,85.9209063138,42.0477779126,43.2049013479,48.8475762214,56.2964776608,64.416431437,65.1768174765,71.7689545018636,87.7597703783687,85.5617659724437,90.3587929263547,91.385459661099,
PR,4106555,Corumbataí do Sul,4.5149020417,4.1717700228,3.7994915739,4.9953425648,4.6359601195,4.3152818282,4.0414995688,2.5313391537,3.4905858143,3.2527001501,5,5.5392152696,5.131605343,5.5689476315,5.1637621998,15.7732179524,11.4189139219,14.6860376507,17.5681176646,14.0467279044,40.1061804569238,40.1454268752112,41.276027805802,15.1279427071273,16.9378222647727,
PR,4106571,Cruzeiro do Iguaçu,24.8319612295,31.2882751703,34.1954241656,291.3949829443,60.2674815536,163.9807094666,150.8826505669,132.8953055624,139.6234325733,116.0129720195,84,82.1650264991,78.6846152599,50.9160926304,42.7854582268,35.6611884142,41.8693510469,45.2819494228,59.7316000597,53.3775660368,51.7158642734017,37.3445831397314,58.4743727248861,31.0736120470722,64.6000663121562,
PR,4106605,Cruzeiro do Oeste,15.802157146,12.5153100682,15.1979662958,14.9860276944,16.9985204383,10.0689909322,5.3886660916,6.328347884,5.8176430239,5.4211669168,3,2.7696076348,3.4210702287,3.1822557894,2.950721257,2.7431683396,15.8596026693,15.9098741215,25.7665725748,24.7222411118,26.9133579381989,21.0063280160989,29.6671449854202,27.3938421993926,58.6915236616541,
PR,4106704,Cruzeiro do Sul,2.2574510209,2.0858850114,3.7994915739,3.3302283765,3.0906400797,25.8916909685,,,,5.4211669168,6,5.5392152696,5.131605343,4.7733836841,2.950721257,3.4289604244,5.0750728542,4.8953458836,8.1984549102,3.9330838132,4.74941610674097,5.60168747095971,7.73925521358787,8.99499296099459,5.12073696376848,
PR,4106803,Cruz Machado,564.3627552159,521.471252837,1310.8245930117,1665.1141882533,1460.3274376458,1546.3093217232,1267.6836980662,1164.4160106428,833.0864810208,889.0713743551,855,830.8822904399,962.1760018193,895.0094407689,880.0526149069,685.7920848881,1395.6450348972,1468.6037650652,1180.5775070632,1022.6017914422,1583.13870224699,2114.63702028729,2321.77656407636,2473.62306427351,2757.31990356764,
PR,4106852,Cruzmaltina,2.2574510209,2.0858850114,1.899745787,1.6651141883,1.5453200397,2.876854552,2.6943330459,2.5313391537,4.6541144191,2.1684667667,1,0.9232025449,2.5658026715,,,,,,7.0272470659,11.2373823235,10.0265451142309,10.2697603634261,9.02913108251918,2.04431658204422,2.36341706020084,
PR,4106902,Curitiba,20.3170591878,27.1165051475,45.5938988873,21.6464844473,,21.5764091403,21.5546643667,,15.1258718621,4.3369335334,5,3.6928101797,5.131605343,3.1822557894,3.6884015713,3.4289604244,3.1719205339,3.0595911772,4.6848313772,2.8093455809,2.63856450374499,3.2676510247265,3.86962760679393,3.6797698476796,13.3926966744714,
PR,4107009,Curiúva,180.5960816691,58.4047803179,53.1928820353,124.8835641189,146.8054037846,69.0445092492,163.0071492732,153.146018791,129.1516751303,125.7710724697,125,92.3202544933,109.4742473181,54.0983484198,82.6201951966,98.068268139,112.9203710053,104.6380182609,118.8775961973,81.4710218457,93.4051834325725,123.237124361114,152.635311156872,136.560347680554,348.210113536256,
PR,4107108,Diamante do Norte,6.7723530626,6.257655034,7.5989831478,6.6604567529,15.4532003983,21.5764091403,20.2074978438,63.2834788393,65.1576018675,14.0950339837,21,21.2336585335,27.3685618295,35.8003776308,33.1956141415,32.2322279897,45.6756556875,48.3415406001,84.9125687124,63.491210128,80.2123609138476,68.6206715192564,35.6865657070996,40.0686050080668,74.0537345529595,
PR,4107124,Diamante do Sul,13.5447061252,14.6011950793,13.2982205089,14.9860276944,16.9985204383,24.4532636924,17.5131647979,20.2507132286,20.943514886,54.211669168,38,43.3905196119,23.9474916008,22.2757905258,19.9173684849,24.688515056,26.6441324844,17.7456288279,29.2801961077,21.3510264147,18.4699515262149,17.7386769913724,8.59917245954208,11.0393095430388,10.6353767709038,
PR,4107157,Diamante D'Oeste,63.2086285842,58.4047803179,75.9898314789,56.6138824006,146.8054037846,175.4881276747,164.3543157959,164.5370449821,151.2587186211,406.5875187599,375,253.8806998566,346.383360655,350.0481368341,337.8575839291,390.9014883862,455.4877886619,587.4415060261,497.7633338312,424.2111827136,465.442778460615,299.690279696344,346.546650119546,429.306482229287,609.761601531815,
PR,4107207,Dois Vizinhos,72.2384326676,81.3495154426,79.7893230528,229.7857579789,236.4339660951,208.5719550231,193.9919793003,165.8027145589,168.7116476928,155.0453738205,168,173.5620784474,174.4745816632,89.8987260506,69.34194954,65.8360401493,87.5450067345,93.6234900229,87.254984401,79.223545381,88.1280544250825,137.708150327759,219.278897718323,116.526045176521,327.727165681182,
PR,4107256,Douradina,13.5447061252,12.5153100682,11.3984747219,13.320913506,13.9078803586,12.9458454842,5.3886660916,5.0626783071,4.6541144191,4.3369335334,2,1.8464050899,2.5658026715,2.3866918421,2.2130409428,2.7431683396,10.7845298151,12.2383647089,25.7665725748,24.7222411118,24.8025063352029,14.0042186773993,12.468800066336,11.4481728594477,23.6341706020083,
PR,4107306,Doutor Camargo,22.5745102086,20.8588501136,26.5964410175,13.320913506,12.3625603186,12.9458454842,12.1244987063,17.7193740751,16.2894004669,14.0950339837,,8.3088229044,7.6974080146,7.1600755262,7.3768031426,6.8579208489,7.6126092813,16.521792357,17.5681176646,57.3106498501,49.0772997696567,44.8134997676776,45.1456554125959,53.1522311331498,41.3597985535146,
PR,4107405,Enéas Marques,92.5554918554,102.2083655561,110.1852556445,341.3484085918,236.4339660951,116.5126093577,107.7733218335,92.3938791053,95.4093455918,79.1490369853,85,48.9297348815,55.5923912162,35.8003776308,34.67097477,33.6038121595,41.8693510469,42.8342764811,44.5058980837,34.2740160868,37.9953288539278,34.5437394042515,61.4840830857258,26.5761155665749,118.564755853409,
PR,4107504,Engenheiro Beltrão,4.5149020417,4.1717700228,3.7994915739,3.3302283765,3.0906400797,4.3152818282,2.6943330459,2.5313391537,2.3270572096,3.2527001501,2,1.8464050899,2.5658026715,5.5689476315,3.6884015713,5.4863366791,6.3438410677,9.7906917671,13.4688902096,12.3611205559,12.1373967172269,25.2075936193187,25.7975173786262,44.9749648049729,40.9658957101478,
PR,4107520,Esperança Nova,13.5447061252,8.3435400454,9.498728935,9.9906851296,10.8172402789,10.0689909322,4.0414995688,3.7970087303,3.4905858143,3.2527001501,2,1.8464050899,2.5658026715,2.3866918421,2.2130409428,2.0573762547,26.6441324844,26.3124841241,43.9202941616,39.8927072486,37.9953288539278,21.0063280160989,18.4882207880155,22.8963457188953,23.6341706020083,
PR,4107538,Entre Rios do Oeste,90.2980408345,79.2636304312,53.1928820353,83.2557094127,92.7192023902,57.5370910408,101.0374892188,68.3461571465,62.830544658,67.2224697683,110,60.9313679656,52.1713209875,122.5168478919,129.0940549947,124.8141594496,156.6928743725,152.979558861,144.6441687721,268.5734375326,318.738592052394,364.109685612381,352.136112218248,366.341531502325,372.238186981632,
PR,4107546,Espigão Alto do Iguaçu,94.8129428763,87.6071704765,117.7842387923,73.2650242831,111.2630428682,120.8278911859,105.0789887876,74.6745050304,37.2329153529,37.9481684176,35,51.6993425163,40.1975751871,22.2757905258,20.6550487992,26.0600992257,28.5472848047,33.6555029494,38.6498588622,34.2740160868,31.6627740449398,75.1559735687094,75.2427590209932,80.9549366489513,73.6598317095927,
PR,4107553,Farol,,,,1.6651141883,1.5453200397,2.876854552,1.3471665229,1.2656695768,1.1635286048,1.0842333834,,,0.8552675572,0.7955639474,0.7376803143,0.6857920849,0.6343841068,1.2238364709,1.7568117665,2.8093455809,6.33255480898797,6.06849476020635,10.3190069514505,9.81271959381228,7.09025118060251,
PR,4107603,Faxinal,4.5149020417,12.5153100682,7.5989831478,4.9953425648,4.6359601195,4.3152818282,17.5131647979,3.7970087303,13.9623432573,8.6738670669,21,21.2336585335,51.3160534304,4.7733836841,4.4260818855,15.7732179524,12.0532980287,11.014528238,19.3249294311,17.9798117177,13.7205354194739,13.5374113881526,27.0873932475575,51.1079145511056,59.0854265050209,
PR,4107652,Fazenda Rio Grande,2.2574510209,2.0858850114,1.899745787,1.6651141883,9.2719202391,14.3842727601,14.8188317522,21.5163828054,20.943514886,15.179267367,14,13.848038174,12.8290133576,11.9334592103,82.6201951966,91.2103472901,100.2326888699,17.7456288279,16.3969098203,16.2942043691,17.9422386254659,17.2718697021258,15.0485518041986,13.083626125083,12.6048909877378,
PR,4107702,Fênix,2.2574510209,2.0858850114,1.899745787,1.6651141883,1.5453200397,1.4384272761,1.3471665229,,,,83,84.0114315889,88.0925583888,85.9209063138,62.7028267117,78.1802976772,57.7289537162,88.7281441394,86.6693804788,85.4041056589,61.7424093876327,35.0105466934982,36.1165243300767,74.8219869028186,60.6610378784881,
PR,4107736,Fernandes Pinheiro,49.663922459,56.3188953065,32.2956783786,73.2650242831,58.7221615138,50.3449546608,49.8451613479,44.2984351874,37.2329153529,35.7797016509,28,26.7728738031,30.7896320582,19.0935347364,16.2289669136,13.0300496129,11.4189139219,156.6510682736,183.8796315565,141.5910172766,129.289660683504,111.566942129947,130.70742138504,132.471714516466,119.746464383509,
PR,4107751,Figueira,,,,24.9767128237,24.7251206375,7.1921363802,57.9281604856,54.4237918017,77.9564165201,83.4859705187,104,127.4019512008,151.3823576196,190.935347364,188.8461604494,173.5053974767,172.5524770418,208.0522000509,270.5490120353,228.1188611679,217.417715108587,190.45737401263,199.500801061376,269.849788829838,220.585592285411,
PR,4107801,Floraí,15.802157146,20.8588501136,24.6966952306,21.6464844473,27.8157607172,27.3301182444,26.9433304583,30.3760698428,22.1070434908,19.5162009005,15,10.1552279943,9.4079431289,5.5689476315,5.901442514,5.4863366791,1.9031523203,3.0595911772,26.3521764969,28.655324925,50.1327255711547,42.0126560321978,45.1456554125959,34.344518578343,37.0268672764797,
PR,4107850,Flor da Serra do Sul,9.0298040835,12.5153100682,13.2982205089,103.2370796716,103.5364426691,48.9065273847,47.1508283022,40.5014264571,43.0505583768,63.9697696182,64,65.5473806903,66.7108694595,44.5515810516,42.0477779126,41.1475250933,53.2882649688,58.1322323672,53.8755608382,39.8927072486,41.1616062584218,34.5437394042515,73.0929659061077,38.8420150588403,81.143985733562,
PR,4107900,Floresta,6.7723530626,6.257655034,7.5989831478,18.3162560708,13.9078803586,12.9458454842,12.1244987063,31.6417394197,26.7611579099,23.8531344339,17,16.6176458088,16.2500835863,19.8890986838,25.8188109989,19.2021783769,22.8378278438,29.3720753013,26.3521764969,30.3409322736,30.0796353426928,16.3382551236325,22.7878070177865,21.6697557696688,18.9073364816067,
PR,4108007,Florestópolis,11.2872551043,12.5153100682,13.2982205089,13.320913506,13.9078803586,12.9458454842,12.1244987063,11.3910261911,10.471757443,8.6738670669,9,10.1552279943,5.131605343,3.9778197368,5.901442514,4.8005445942,4.4406887474,4.8953458836,,,,0.933614578493284,0.859917245954208,0.81772663281769,1.18170853010042,
PR,4108106,Flórida,,,,,1.5453200397,1.4384272761,1.3471665229,1.2656695768,1.1635286048,1.0842333834,1,0.9232025449,2.5658026715,2.3866918421,2.2130409428,2.7431683396,3.1719205339,4.8953458836,4.6848313772,3.3712146971,3.69399030524298,3.73445831397314,4.29958622977104,4.90635979690614,5.51463980713528,
